asin,text,title,location_and_date,verified,rating
B06Y29WQ1W,"My last 2 bottles were also orange and gooey. I thought it was a fluke with the first one, but I just opened the second one which is worse, and it’s too late to request a refund. So much money down the drain!",Same with the leaking pills,Commenté aux États-Unis le 10 août 2020,True,"2,0"
B06Y29WQ1W,"Allright, could be better.",Ok,Commenté aux États-Unis le 7 novembre 2017,True,"4,0"
B0BC1F9JGT,"Compléments alimentaires à base d'huile de Krill pour un apport d'oméga 3, livré en flacon de 60 gélules.Je découvre la marque ainsi que l'huile de Krill et je suis agréablement surprise.Déjà par rapport à l'odeur, il n'y en a aucune, c'était ma crainte. À l'ouverture pas de parfum particulier, ni à la prise c'est très appréciable.Il est conseillé de prendre 2 à 4 gélules/ jour, personnellement je suis à 2 gélules pour avoir un traitement sur 1 mois.Les bienfaits sont nombreux, j'ai décidé de le tester pour les douleurs menstruelles qui me posent pas mal de problèmes, avec d'importantes douleurs dans le bas ventre mais qui peuvent s'étendre dans le dos.Une belle difference pour le dos, quasiment pas de douleurs ce mois-ci, après le bas ventre pas de réels changements, peut être que le dosage n'a pas été suffisant .Je suis quand même satisfaite, c'est une belle découverte que je vais continuer à prendre sur plusieurs mois.",Agréablement surprise.,Commenté en France le 20 novembre 2022,False,"5,0"
B0BC1F9JGT,"Les Omégas 3  à force d'être utilisées tous azimuts,sont un peu galvaudés...Pour faire le tri entre ceux qui sont efficaces et les autres,je m'y perds un peu.Avec celles - ci pas d’équivoque !!Elles sont enrichies en krill ( petites crevettes qui nourrissent les baleines )L’huile de krill possède des antioxydants et des phospholipides, qui garantissent "" les valeurs "" des acides gras oméga 3. Leur efficacité est extraordinaire,elles sont en outre source de vitamines.Anti-inflammatoire,  bonnes pour le cœur,Souveraines. pour le bon fonctionnement du foieLeur  effet anti - oxydant est prodigieux.La "" posologie "" se situe entre 1 à 4 gélules( selon les problèmes de chacun )Il est important de les consommer avec un grand verre d'eauALPX  est un laboratoire suisse.",La Quintessence des Oméga 3.,Commenté en France le 15 novembre 2022,False,"5,0"
B0BC1F9JGT,"Les Omega 3 sont proposés via beaucoup de formules et de marques, peu d’entre elles proposent des Omega 3 issus du krill (dont la traduction est “nourriture pour baleines” petites crevettes qui vivent dans les eaux glacées de l’Antarctique) car cette pêche est très surveillée et son volume réglementé  depuis 1993L’huile de krill renferme  des antioxydants et des phospholipides (40%) qui préservent l’intégrité des oméga 3 et accroissent leur efficacité, et également des vitamines À, E, D, du cuivre, du zinc et du fer.J’apprécie particulièrement les effets anti inflammatoires de ce produit et je suis ravie d’en avoir trouvé ici …D’après les infos que j’ai pu trouver il est recommandé de prendre entre 500mg et 2g par jour selon l’effet souhaité.",Bonne composition,Commenté en France le 11 novembre 2022,False,"5,0"
B0BC1F9JGT,"L'huile de krill est la plus riche en acides gras essentiels que l'organisme ne sait pas fabriquer lui-même. C'est mon médecin qui m'a conseillé d'en consommer pour permettre une meilleure circulation sanguine et limiter ma tension artérielle et une légère arythmie.🇨🇭 J'ai choisi le laboratoire suisse SwissBioLab.Un laboratoire Suisse réputé-----> cela me donne pleine confiance 🇨🇭Je prends d'ailleurs d'autres compléments alimentaires de ce même laboratoire (Alpx ""Immunity"" ), et j'ai toujours été très satisfaite des résultats et de la qualité.📦 J'ai reçu un flacon contenant 60 gélules rouges transparentes🌿 Je prends 3 gélules par jour avec un verre d'eau,  le matin avant mon petit-déjeuner (on peut en prendre 1,  jusqu'à 4 gélules.)Je n'ai aucun effet secondaire ni goût désagréable dans la bouche.Depuis que je prends cette huile précieuse, je me sens en pleine santé.C'est une huile qui m'aide au quotidien. ❤️ Je sens que j'ai moins de douleurs liées à mon arthrose,  moins de sensations de jambes lourdes.Je n'ai plus mal dans mes articulations (genoux, chevilles, épaules ...) je me sens beaucoup mieux.Je vais continuer ma cure car je sens une nette amélioration.🤍 Je recommande ces gélules du Laboratoire Swissbiolab qui sont efficaces et sans aucune odeur ou arrière goût désagréable. Même si le prix semble un petit peu cher, au vu de la qualité et du dosage, cela vaut le coup 😊Les comprimés sont très bien dosés :  2360 mg d'extrait lipidique de Krill de l'Antarctique dont 637,20 mg d'oméga 3. Je mets 5 étoiles pour les résultats probants et rapides que j'ai pu constater chez moi ⭐️",L'huile de Krill : mon secret de bonne santé !,Commenté en France le 16 novembre 2022,False,"5,0"
B0BC1F9JGT,"😁 Le krill utilisé est produit au Canada, un choix plus durable et respectueux de l’environnement. Il est à la base de ce complément alimentaire de  SwissBioLab. Ce fabricant suisse vante des produits, pas que celui-là,  100 % respectueux de l’environnement avec une traçabilité complète, en amont et en aval. Les capsules sont sans colorants, ni conservateur. On y trouve un  antioxydant puissant qui lutte contre les radicaux libres et soutient le système immunitaire. Il joue aussi un rôle anti-inflammatoire naturel. La vitamine B4 favorise le bon fonctionnement du système nerveux. 😉 SwissBioLab possède une gamme de produits qui mérite le détour. les composants comme le krill importé du Canada subissent une inspection au départ et à la réception. Le hasard est exclu de la démarche fabricant. Les fournisseurs sont des partenaires durables afin de sécuriser la ressource. OMEGA  KRILL est un nouveau dans la gamme. Réservé aux adultes, il procure un soutien alimentaire de haut niveau. Prise pertinente au début de l'hiver pour renforcer les défenses immunitaires.",Nouveau dans la gamme ALPX,Commenté en France le 16 novembre 2022,False,"5,0"
B0BC1F9JGT,"J’ai bien reçu un flacon de 60 capsules d’huile de krill. Il est préconisé d’en prendre 1 à 4 par jour. On en a donc pour entre 2 semaines et 2 mois selon la quantité prise. Les capsules sont petites, elles s’avalent sans problème.Elles sont riches en acides gras oméga 3 (environ 159 mg d’oméga 3 dont 41 mg de DHA et 89 mg d’EPA par capsule). Elles contiennent aussi de la choline (environ 41 mg par capsule).Le tout est super pour le bon fonctionnement du système nerveux entre autres. C’est donc bon de pouvoir en prendre de temps en temps.",Bon pour le système nerveux,Commenté en France le 15 novembre 2022,False,"5,0"
B0BC1F9JGT,"je l’ai déjà testé ce genre de compléments alimentaires et c’est vraiment top je vous le conseille Les gélules souples sont très faciles à avaler et on sent bien le goût du poisson malgré la petite taille des gélules en tout cas moi j’adore. Un produit qui comblera les déficits chroniques en oméga 3. Prenez 1 à 4 gélules par jour avec un grand verre d’eau.Description du produitBasée à Loèche-les-Bains, village niché à 1400 mètres d'altitude au coeur des Alpes suisses, non loin de Zermatt et Crans-Montana, SwissBioLab est une entreprise suisse spécialisée dans le développement, la fabrication et la distribution de compléments alimentaires à base d’ingrédients naturels, dédiés à la santé et au bien-être. Afin de vous proposer toujours la plus haute qualité possible, nos produits respectent un cahier des charges strict. SwissBioLab a établi des partenariats de longue date avec ses fournisseurs et procède à des analyses systématiques avant importation et à réception de chaque lot par des laboratoires suisses agréés et indépendants. L'Omega-3 Krill est formulé à base d'huile de Krill d'Antarctique, riche en nutriments. Le krill est une petite crevette, qui se nourrit de plancton végétal et se situe à la base de la chaîne alimentaire, ce qui en fait un produit peu porteur de polluant, contrairement aux autres huiles de poissons souvent riches en métaux lourds. Le krill utilisé est produit au Canada, un choix plus durable et respectueux de l’environnement.Très bon produit je recommande.",Excellent,Commenté en France le 14 novembre 2022,False,"5,0"
B0BC1F9JGT,L’huile de krill renferme en plus des antioxydants et des phospholipides (40%). C’est une substance rare car protégée par la réglementation de pêche.Elle sert contre les douleurs prémenstruelles et permet d’entretenir la souplesse de la peau en profondeur.Les nombreuses vitamines contenu également par cette substance permettent d’entretenir les articulations et d’améliorer les douleurs par son effet anti-inflammatoire.Je le teste depuis une semaine et j’ai l’impression d’avoir moins de douleurs aux genoux et moins de ballonnements. (Entre 2 et 4 par jour),"Huile de krill, forme puissante d’oméga 3 bon anti-inflammatoire",Commenté en France le 14 novembre 2022,False,"5,0"
B0BC1F9JGT,"Grace à son taux d'oméga 3, d'acides gras essentiels et d'antioxydants, l'huile de krill s'avère très efficace pour réguler le cholestérol sanguin et prévenir les maladies cardio-vasculaires je recommande",bon produit,Commenté en France le 19 novembre 2022,False,"5,0"
B0BC1F9JGT,"SWISSBIOLAB nous propose ici un flacon de 60 gélules d’oméga 3.Celles-ci sont à l'extrait lipidique de krill de l'Antarctique source d'acides gras oméga-3, d'astaxanthine et de choline.C’est une formule favorable pour le bien-être des yeux, de la vision, du cœur et du cerveau.Très facile d’utilisation il est recommandé de prendre 1 à 4 gélules par jour.",gélules d’oméga 3.,Commenté en France le 14 novembre 2022,False,"5,0"
B06Y29WQ1W,"I ordered several bottles and once I added to my daily pill box, they would ""leak"" oil- fishy smell got all over. So I decided not to add to my daily pill box and just take them from the original bottle as needed. This still happens. The oil is all over the inside of the bottles. I can't even take this now unless I want the fish taste, which I don't. I'm disappointed because the company seemed to really have good quality. This part needs to be fixed.",The pills leak oil all over!,Commenté aux États-Unis le 14 septembre 2020,True,"1,0"
B06Y29WQ1W,"I really liked this product, the krill pills were small and easy to swallow and had no aftertaste. BUT the past two bottles that I’ve have had, had leaking capsules in the bottle and the krill oil leaks all in the bottle all over the rest of the capsules. I just opened this brand new bottle and found oil everywhere. It tastes bad, oil gets all over your fingers and it’s a mess to take. What happened!!  They use to be made of better quality.",Capsules leak in bottle.  What a mess. Krill oil gets all over your hands and taste bad.,Commenté aux États-Unis le 18 septembre 2020,True,"1,0"
B06Y29WQ1W,"When I opened this product after receiving it, there was a red oil covering the inside of the box and the pills. The pills were slippery and hard to handle and leaked the red oil over whatever you placed them on.I'm concerned that the chemical makeup has changed and I am afraid to take them because of the possibility ofchemical poisoning.I would like to return them.",Melting red oil,Commenté aux États-Unis le 10 juillet 2020,True,"1,0"
B06Y29WQ1W,"I can't speak to this product's efficacy, but its packaging (either poor quality outer capsules or poor quality control), for the last two bottles I've purchased had punctured capsules leaving krill oil all over the other capsules. It's a mess...orange oil everywhere. I've had to store them in tupperware with paper towels to absorb the leaking oil. I won't be buying this brand again unless they implement changes to their processing procedures.",DO NOT BUY - poor quality outer caps and/or packaging,Commenté aux États-Unis le 10 juillet 2020,True,"1,0"
B06Y29WQ1W,"We have been buying these for years. For some reason our last two shipments have looked like this. I don't know why these capsules are leaking. After looking at some other reviews, I've noticed we aren't alone in this problem. We will be seeking an alternate manufacture/supplier until we are notified as to why this happens and how it has been remedied.",Capsules Leaking,Commenté aux États-Unis le 14 septembre 2020,True,"1,0"
B06Y29WQ1W,"My husband has been taking this for some time.  However, the last 2 bottles contained softgels that were stuck together and stuck to the walls of the container.  He was able to use most of the last container but the current one needs to be returned.  They have been stored in a cool dry cupboard as recommended.  Disappointing quality control!",Softgels stick together and to the container,Commenté aux États-Unis le 26 septembre 2020,True,"1,0"
B06Y29WQ1W,This is a great supplement. I trust the Schiff brand. Look up the benefits of daily use and buy yourself some 🙏🏻,Great supplement,Commenté aux États-Unis le 13 août 2017,True,"5,0"
B06Y29WQ1W,We subscribed to get these each month.  They used to be great.  In the last several months they have changed.  The capsules are almost always slimy and leaky in the bottle now and quite gross. Kept buying them for the last 3-4 months hoping they would return to the original quality. Switching brands.,Capsules are Leaky and Slimy,Commenté aux États-Unis le 5 septembre 2020,True,"1,0"
B06Y29WQ1W,"Usually, when I buy this product it tastes fine if I keep it in the fridge. This time around, it tastes awful. I am hoping it is still good for me.",Taste,Commenté aux États-Unis le 7 janvier 2020,True,"2,0"
B06Y29WQ1W,Seems  to work well!,Good product for the $,Commenté aux États-Unis le 7 janvier 2020,True,"5,0"
B09L6DJT8G,Ottimo prodotto...non da rigurgiti di pesce e la capsula è digeribilissima La colorazione rossa naturale data dal krill stesso è ricca dell antiossidante astaxantina,Omega 3 e astaxantina  insieme,Commenté en Italie le 11 juin 2023,True,"5,0"
B09L6DJT8G,"Ottimo prodotto, non risento assolutamente il sapore di pesce come in altri integratori",niente sapore di pesce,Commenté en Italie le 18 février 2023,True,"4,0"
B09L6DJT8G,Facilmente digeribili dopo un piccolo pasto.  Lo prendo da circa tre mesi. Mi sento molto meglio. Sicuramente aiuta. A mio avviso é tuttavia  consigliato chiedere ad un omeopata per la dosa giornaliera corretta.,Ottimo. Ne vale il prezzo,Commenté en Italie le 10 décembre 2022,True,"5,0"
B09L6DJT8G,prezzo e utilita',integratore utle,Commenté en Italie le 7 août 2022,True,"4,0"
B09L6DJT8G,Non credo sia un caso la riduzione dell’ infiammazione dell mia tiroide di hashinoto da quando assumo il krill . Prodotto eccezionale,Antinfiammatorio per eccellenza,Commenté en Italie le 27 novembre 2022,True,"5,0"
B09L6DJT8G,Ma troppo caro,Buon prodotto,Commenté en Italie le 19 décembre 2022,True,"5,0"
B09L6DJT8G,"Prodotto davvero valido, un grande alleato contro le infiammazioni acute e croniche. Insapore e inodore.",Prodotto di qualità eccezionale,Commenté en Italie le 29 janvier 2022,True,"5,0"
B09L6DJT8G,tutto+ bene,ottimo,Commenté en Italie le 2 juillet 2022,True,"5,0"
B06Y29WQ1W,The pills melted in bottle...and I bought 2 solar light 2 years ago and they just stop working.I change batters and they still not working..Thanks,Pills open in bottle leaking out,Commenté aux États-Unis le 30 juin 2020,True,"2,0"
B06Y29WQ1W,I have noticed a number of health benefits since taking these!,Five Stars,Commenté aux États-Unis le 7 novembre 2018,True,"5,0"
B06Y29WQ1W,Love it,Really good product!,Commenté aux États-Unis le 23 décembre 2019,True,"5,0"
B06Y29WQ1W,"UpdateI contacted the manufacturer directly and they replaced the leaky bottles immediately. Very good customer service, I was impressed.Orginal review :The last two bottles have leaked all over everything, which is a nightmare in a pill sorter.",Leaks - Update,Commenté aux États-Unis le 11 juin 2020,True,"1,0"
B06Y29WQ1W,"One of the capsules had ruptured, when I opened the bottle the entire contents were coated with orange krill oil. What a mess! I have never had this issue before with this product, andI have been using it for a while.",Ruptured capsule,Commenté aux États-Unis le 5 avril 2020,True,"1,0"
B06Y29WQ1W,Performs as expected.,Supplemental vitamins,Commenté aux États-Unis le 26 septembre 2017,True,"3,0"
B06Y29WQ1W,My two bottles of Jarrow Krill Oil 120 softgels arrived in poor condition. The capsules are leaking. I was very surprised as Jarrow is an top-rated company. I am returning both bottles.,Product defect.,Commenté aux États-Unis le 25 août 2020,True,"1,0"
B06Y29WQ1W,The last several bottles have had leaky capsules so there is krill oil on everything and it is awful to smell or taste. Not sure what happened. I will be switching brands.,Used to be good but now there is always leaky pills,Commenté aux États-Unis le 14 octobre 2020,True,"1,0"
B06Y29WQ1W,This is the second time that this item has come with broken pills in the bottle.  Oil is all over the pills and makes a mess,Broken Pills in bottle for the second time.,Commenté aux États-Unis le 2 décembre 2020,True,"1,0"
B06Y29WQ1W,Good product,Arrived promptly,Commenté aux États-Unis le 2 juillet 2019,True,"5,0"
B09L6DJT8G,Ottimo prodotto...non da rigurgiti di pesce e la capsula è digeribilissima La colorazione rossa naturale data dal krill stesso è ricca dell antiossidante astaxantina,Omega 3 e astaxantina  insieme,Commenté en Italie le 11 juin 2023,True,"5,0"
B09L6DJT8G,"Ottimo prodotto, non risento assolutamente il sapore di pesce come in altri integratori",niente sapore di pesce,Commenté en Italie le 18 février 2023,True,"4,0"
B09L6DJT8G,Facilmente digeribili dopo un piccolo pasto.  Lo prendo da circa tre mesi. Mi sento molto meglio. Sicuramente aiuta. A mio avviso é tuttavia  consigliato chiedere ad un omeopata per la dosa giornaliera corretta.,Ottimo. Ne vale il prezzo,Commenté en Italie le 10 décembre 2022,True,"5,0"
B09L6DJT8G,prezzo e utilita',integratore utle,Commenté en Italie le 7 août 2022,True,"4,0"
B09L6DJT8G,Non credo sia un caso la riduzione dell’ infiammazione dell mia tiroide di hashinoto da quando assumo il krill . Prodotto eccezionale,Antinfiammatorio per eccellenza,Commenté en Italie le 27 novembre 2022,True,"5,0"
B09L6DJT8G,Ma troppo caro,Buon prodotto,Commenté en Italie le 19 décembre 2022,True,"5,0"
B09L6DJT8G,"Prodotto davvero valido, un grande alleato contro le infiammazioni acute e croniche. Insapore e inodore.",Prodotto di qualità eccezionale,Commenté en Italie le 29 janvier 2022,True,"5,0"
B09L6DJT8G,tutto+ bene,ottimo,Commenté en Italie le 2 juillet 2022,True,"5,0"
B06Y29WQ1W,I’d rate a 0 if possible. Arrived (In Michigan) with capsules melting and leaking. Return & refund needed. Other capsules have been received without problems.  I won’t buy this product again.,Melted!,Commenté aux États-Unis le 19 juillet 2020,True,"1,0"
B06Y29WQ1W,"Pills were leaking in multiple bottles, which makes all pills bad unless you want to wash them or swallow rancid krill oil. Emailed CS about a refund and heard nothing in response.",We have a leak...,Commenté aux États-Unis le 20 mars 2020,True,"1,0"
B06Y29WQ1W,Volume higher ciunt,Great,Commenté aux États-Unis le 27 février 2019,True,"5,0"
B06Y29WQ1W,"good product,good quality",good shit,Commenté aux États-Unis le 10 février 2019,True,"5,0"
B06Y29WQ1W,I've order these before and never had a problem. This bottle the pills are leaking and its not quite pleasant.I will be switching brands now,Leaking oil,Commenté aux États-Unis le 9 avril 2020,True,"1,0"
B06Y29WQ1W,Please with product and delivery.,Five Stars,Commenté aux États-Unis le 8 mars 2018,True,"5,0"
B06Y29WQ1W,Great price!,Nice product,Commenté aux États-Unis le 7 décembre 2018,True,"5,0"
B06Y29WQ1W,The last 3 bottles I have received leaked inside. The mess is unbelievable.,Leaking,Commenté aux États-Unis le 24 novembre 2020,True,"1,0"
B06Y29WQ1W,Upon opening the container I found oil everywhere and a strong fish smell. I returned the product,Broken capsules,Commenté aux États-Unis le 11 juillet 2020,True,"1,0"
B06Y29WQ1W,most of the pills are leaking. Not sure if they were are real or expired.,most of the pills are leaking,Commenté aux États-Unis le 24 juin 2020,True,"1,0"
B09L6DJT8G,Ottimo prodotto...non da rigurgiti di pesce e la capsula è digeribilissima La colorazione rossa naturale data dal krill stesso è ricca dell antiossidante astaxantina,Omega 3 e astaxantina  insieme,Commenté en Italie le 11 juin 2023,True,"5,0"
B09L6DJT8G,"Ottimo prodotto, non risento assolutamente il sapore di pesce come in altri integratori",niente sapore di pesce,Commenté en Italie le 18 février 2023,True,"4,0"
B09L6DJT8G,Facilmente digeribili dopo un piccolo pasto.  Lo prendo da circa tre mesi. Mi sento molto meglio. Sicuramente aiuta. A mio avviso é tuttavia  consigliato chiedere ad un omeopata per la dosa giornaliera corretta.,Ottimo. Ne vale il prezzo,Commenté en Italie le 10 décembre 2022,True,"5,0"
B09L6DJT8G,prezzo e utilita',integratore utle,Commenté en Italie le 7 août 2022,True,"4,0"
B09L6DJT8G,Non credo sia un caso la riduzione dell’ infiammazione dell mia tiroide di hashinoto da quando assumo il krill . Prodotto eccezionale,Antinfiammatorio per eccellenza,Commenté en Italie le 27 novembre 2022,True,"5,0"
B09L6DJT8G,Ma troppo caro,Buon prodotto,Commenté en Italie le 19 décembre 2022,True,"5,0"
B09L6DJT8G,"Prodotto davvero valido, un grande alleato contro le infiammazioni acute e croniche. Insapore e inodore.",Prodotto di qualità eccezionale,Commenté en Italie le 29 janvier 2022,True,"5,0"
B09L6DJT8G,tutto+ bene,ottimo,Commenté en Italie le 2 juillet 2022,True,"5,0"
B06Y29WQ1W,At least 50% of the capsules had pin holes. Messy and nasty.,Leaking capsules,Commenté aux États-Unis le 23 juin 2020,True,"1,0"
B06Y29WQ1W,"Like others have said, gel capsules leaking. It’s a smelly mess.",Gel Capsules Leaking,Commenté aux États-Unis le 4 juillet 2020,True,"1,0"
B06Y29WQ1W,I bought 4 bottles. All like this....,🤬,Commenté aux États-Unis le 23 septembre 2020,True,"1,0"
B06Y29WQ1W,No after taste. Nice product,Nice product,Commenté aux États-Unis le 31 juillet 2017,True,"5,0"
B06Y29WQ1W,"Most of the fish oil capsules on the market are really large and I have a trigger sensitive gag reflex so it is hard to swallow them.  These are a great size for me.  I take one in the morning and one at night.  Generally I do not get any ""fishy"" backlash but it would be better to take them with some food because occasionally I do get some coming back up.I haven't been able to tell any difference between taking fish oil versus krill oil so the pill size is probably the determining factor for me.",A good size for swallowing,Commenté aux États-Unis le 26 août 2017,False,"4,0"
B06Y29WQ1W,"I have used Jarrow Formulas products in the past and have always been pleased with the effectiveness and quality of their supplements. That being said, I have used regular fish oil in the past, without noticing any positive effects (they may have been happening internally, but not that I noticed). So, I stopped using the fish oil some time ago, but I am so happy I had the chance to try this Krill Oil supplement. Wow. Within a few days, my knees stopped aching. I didn't even expect that result, but it is awesome. I also have much less pain in my lower back.While many report improvements with brain clarity, I have to wait a while before I can properly judge those benefits, since I just started taking it. I love that the pills are small and easy to swallow. The care and safety they use in making the supplement is impressive, too. As far as odor, when I opened the bottle, I only noticed a very slight (with the emphasis on slight) smell of fish--not like typical fish oil capsules. (And my cat has been sniffing around the bottle cap a bit!).Despite that, these capsules give me no stomach upset and no ""fishy"" burps, either. I can hardly wait for a few weeks to pass to see the full effect. I am so happy I tried these. And, from what I have seen, even though this supplement is not inexpensive, this 120 capsule bottle (which will last 2 months if taking the recommended 2 per day) is still comparatively a good deal. I am definitely a Jarrow Krill Oil believer and I highly recommend it.",It works!,Commenté aux États-Unis le 14 juin 2017,False,"5,0"
B06Y29WQ1W,"I like Jarrow Products. I have used or am currently using a number of Jarrow supplements and the vast majority are easy to take and I’ve never experienced any adverse effects (eg. Stomach issues, reflux, irregular heartbeat, etc.). Gauging effectiveness of any supplement can be difficult and there can be counter interactions between some as well… in most cases, I can report that I’ve experienced positive results and no contraindications.  At the time of this review, I've not had any lab work done to verify if my blood cholesterol numbers have changed.",Easy to take-easy on the stomach,Commenté aux États-Unis le 15 septembre 2017,False,"4,0"
B06Y29WQ1W,"Supplements are one of those things that half seem like snake oil, with all sorts of unsupported claims and disclaimers about how nothing has been proven or acknowledged by the FDA and such...  And we find out it seems every other month that something that was good for us, that we were since told was bad for us, is again now supposed to be good for us...Krill oil seems to be one of those grey area things.  Fish oil as well, but not to the same extent.  There seem to be quote a few things it can help for, such as high cholesterol, PMS, and helps with things like high blood pressure.  It also helps lessen clotting, so it's often used with stroke victims.  But everything you read says ""it appears"" or ""it may.""  Hardly overwhelming statements.  Some other sites say that it's ""possibly safe"" for most adults when used for no more than 3 months.  Trying to find some concrete information about safe doses, I find mostly that there's not enough scientific information to determine what is considered a safe dose...  And people who are going to get surgery or other medical work done that may involve bleeding should stop taking it a few weeks prior to procedures.I take a multivitamin every day, so obviously I'm not adverse to supplements.  But the ones I take aren't the ones that go insane with the levels, since those seem to be capable of doing more harm than good.Some people complained about these having a fishy taste, or being rock hard.  I'm going to guess they may have had bad batches, since the bottle I received had neither.  Capsules were softish, just odd since they're not the normal oval capsule shape, but more rounded.  And I had no fish taste, either when taken, or later in the day.I've got no feeling of any benefit from these, but I also only got the one bottle.  It may function better with longer term use.  But I've had no side effects, I've had no aftertaste, or problems swallowing these.  A quarter per pill seemed a little steep to me, until I started comparing other brands, and suddenly the quarter per capsule seemed downright thrifty.But these have 1200mg in the daily dosage of 2 capsules.  The less ""commercialized / sales pitch"" sites specify that since the absorption of krill oil is so much better than that with fish oil, that the dosages are not comparable and that should be taken into consideration.  So people ought to be aiming for about 2/3 of the target dosage they had using other oils.  That puts the 1200mg up to almost twice what most places I came across said should be used in most instances for krill oil.  And if that's the case, then the 600mg single pill is apparently a good target for people trying this without any medical personnel directing them, and that then doubles the life span of a single bottle.If I suddenly start seeing any of the benefits before the bottle is expended, I'll update my review accordingly since if it actually does as claimed, then it would deserve at least another star.  But until I actually see any effectiveness, I'll stick with a neutral rating.",Still no benefit seen,Commenté aux États-Unis le 18 juin 2017,False,"3,0"
B06Y29WQ1W,"It's hard to review supplements because you often don't have a way of telling if they are effective or not.  Anyway, these softgels are average sized, e.g., easy for me to swallow, and there is some literature arguing that krill oil might be particularly a particularly effective, mercury-free way of getting Omega 3s.  Another benefit is that krill oil has astaxanthin - supposedly a particularly effective anti-oxident.So I sunburn particularly easily.  In the past, when I took astaxanthin, for some reason I seemed to last longer in the sun.  I've noticed the same effect with these pills.  Maybe it's a form of placebo effect, but it sure seems that I don't burn as easily.Turning to the manufacturer - I'm a regular consumer of Jarrow products.  They tend to be less pricy than most other manufacturers, and in my experience, they've always delivered high-quality.So I'm all in on this krill oil.",Decent,Commenté aux États-Unis le 13 octobre 2017,False,"5,0"
B06Y29WQ1W,"I take Krill Oil supplements on the advice of my cardiologist and I am quite happy with these from Jarrow.These are very small, soft gel caps and they have no fishy smell or taste at all. I take them with a full meal as directed on the bottle because I get an upset stomach if I take them on an empty stomach. I don't have any fish burps with this product like with some others.You take two gel caps per day and they supply 1200mg of krill oil.",No fishy smell or taste,Commenté aux États-Unis le 18 juin 2017,False,"5,0"
B09L6DJT8G,Ottimo prodotto...non da rigurgiti di pesce e la capsula è digeribilissima La colorazione rossa naturale data dal krill stesso è ricca dell antiossidante astaxantina,Omega 3 e astaxantina  insieme,Commenté en Italie le 11 juin 2023,True,"5,0"
B09L6DJT8G,"Ottimo prodotto, non risento assolutamente il sapore di pesce come in altri integratori",niente sapore di pesce,Commenté en Italie le 18 février 2023,True,"4,0"
B09L6DJT8G,Facilmente digeribili dopo un piccolo pasto.  Lo prendo da circa tre mesi. Mi sento molto meglio. Sicuramente aiuta. A mio avviso é tuttavia  consigliato chiedere ad un omeopata per la dosa giornaliera corretta.,Ottimo. Ne vale il prezzo,Commenté en Italie le 10 décembre 2022,True,"5,0"
B09L6DJT8G,prezzo e utilita',integratore utle,Commenté en Italie le 7 août 2022,True,"4,0"
B09L6DJT8G,Non credo sia un caso la riduzione dell’ infiammazione dell mia tiroide di hashinoto da quando assumo il krill . Prodotto eccezionale,Antinfiammatorio per eccellenza,Commenté en Italie le 27 novembre 2022,True,"5,0"
B09L6DJT8G,Ma troppo caro,Buon prodotto,Commenté en Italie le 19 décembre 2022,True,"5,0"
B09L6DJT8G,"Prodotto davvero valido, un grande alleato contro le infiammazioni acute e croniche. Insapore e inodore.",Prodotto di qualità eccezionale,Commenté en Italie le 29 janvier 2022,True,"5,0"
B09L6DJT8G,tutto+ bene,ottimo,Commenté en Italie le 2 juillet 2022,True,"5,0"
B06Y29WQ1W,"These are larger than average krill oil pills.  I have krill oil pills from other companies and they are usually about half in volume or so.  But for me, this is actually a good dosage because it means I get enough omega-3's into my system.  Unlike other types of pills in which the dosages tend to be rather small.  Overall I can feel it and my brain seems to function a little bit better.  I know that some people may not like the size of these pills, but the size is not that bad since the pills are smooth and round and so go down easy for me.  I do have pills/supplements that are larger than this pill.  Particularly magnesium pills.It also smelled a little fishy when I opened up the bottle.  I usually don't smell that in fish oils.",quality oil,Commenté aux États-Unis le 14 juin 2017,False,"5,0"
B06Y29WQ1W,"Krill oil comes from krill, tiny shrimp-like crustaceans rich in an oil that contains omega-3 fatty acids and other healthy antioxidant pigments, it supports healthy blood lipids and helps to maintain normal brain function. Krill oil is easy for our bodies to absorb so thankfully doesn't ferment in our gut causing unpleasant fishy tasting burps, unlike most other fish oils. This, to me, to one of the biggest benefits after the many health reasons like lowering cholesterol levels people like me take Krill Oil. Krill is also known to  reduce symptoms of premenstrual syndrome (PMS) and reduced the symptoms of arthritis by lowering inflammation in joints. Omega-3s are also found in many fish like  sardines, herring, Alaskan cod, and Salmon.",Krill Oil offers many Health benefits without having nasty fishy after burps most other fish oils can't avoid.,Commenté aux États-Unis le 28 juin 2017,False,"5,0"
B06Y29WQ1W,"Krill oil is supposed to be more potent than regular fish oil but this has only 35 mg of DHA  per pill.  With one source stating that 500 mg of DHA per day is the recommended dose, this make this Krill oil prohibitively expensive, as well as obnoxious to take 14-15 per day.  My quest continues for the appropriate fish oil supplement.","Too expensive, not potent enough.",Commenté aux États-Unis le 18 juillet 2017,False,"3,0"
B06Y29WQ1W,"This review is for the Jarrow Formulas Jarrow Formulas Krill Oil, Supports Brain, Memory, Energy, Cardiovascular Health, 120 SoftgelsZero fishy smell and no yucky burps at all.Great way to get your omegas.Not the most powerful, but still excellent",Great way to get your omegas,Commenté aux États-Unis le 16 juin 2017,False,"5,0"
